"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2018","12","3","Anthills of the Savannah","Chinua Achebe","Fiction, Literature","Penguin Group (USA), Inc.","2012"
"Physical","Horizon","SOUNDDISC","2018","12","3","Music from Porcelain / Moby.","Moby","Popular music 2011 2020, Popular music","Thrive Music,","[2016]"
"Physical","Horizon","BOOK","2018","12","1","Death of a mad hatter / Jenn McKinlay.","McKinlay, Jenn","Millinery Fiction, Murder Fiction, London England Fiction, Mystery fiction","Berkley Prime Crime,","2014."
"Physical","Horizon","SOUNDDISC","2018","12","1","Camp Lisa.","Loeb, Lisa, 1968-","Camp songs Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs","Furious Rose Productions,","[2008]"
"Digital","OverDrive","EBOOK","2018","12","1","I Told You So: Gore Vidal Talks Politics","Gore Vidal","Essays, Media Studies, Nonfiction, Politics","Open Road Integrated Media","2013"
"Digital","OverDrive","EBOOK","2018","12","1","Baby Names Your Child Can Live With: Thousands Of Names To Help You Make The Perfect Choice","Lisa Shaw","Family & Relationships, Nonfiction","Simon & Schuster, Inc.","2011"
"Physical","Horizon","BOOK","2018","12","3","The Makioka sisters / Junichiro Tanizaki ; translated from the Japanese by Edward G. Seidensticker.","Tanizaki, Jun'ichirō, 1886-1965",,"Vintage Books,","1995."
"Digital","OverDrive","EBOOK","2018","12","1","One-Piece Wearables: 25 Chic Garments and Accessories to Sew from Single Pattern Pieces","Sheila Brennan","Crafts, Nonfiction","Quarto Publishing Group USA","2010"
"Physical","Horizon","BOOK","2018","12","1","Noumenon infinity / Marina J. Lostetter.","Lostetter, Marina J.","Extraterrestrial beings Fiction, Science fiction","Harper Voyager, an imprint of HarperCollins Publishers,","[2018]"
"Physical","Horizon","BOOK","2018","12","4","Moloka'i / Alan Brennert.","Brennert, Alan","Women Hawaii Fiction, Leprosy Patients Fiction, Kalaupapa Hawaii Fiction, Molokai Hawaii Fiction","St. Martin's Griffin,","[2003]"
"Digital","OverDrive","EBOOK","2018","12","1","Night Fall: John Corey Series, Book 3","Nelson DeMille","Fiction, Thriller","Hachette Digital, Inc.","2011"
"Physical","Horizon","SOUNDDISC","2018","12","2","Raising steam / by Terry Pratchett.","Pratchett, Terry","Discworld Imaginary place Fiction, Steam engines Fiction, Fantasy fiction, Humorous fiction","Random House Audio,","[2014]"
"Physical","Horizon","BOOK","2018","12","1","The busy girl's guide to cake decorating / Ruth Clemens.","Clemens, Ruth","Cake decorating, Icings Confectionery, Cookbooks","David & Charles,","2012."
"Physical","Horizon","BOOK","2018","12","2","ILLM Physical expression on stage and screen : using the Alexander technique to create unforgettable performances",,,,
"Physical","Horizon","SOUNDDISC","2018","12","1","Z-O-M-B-I-E-S : original TV movie soundtrack.",,"Motion picture music Juvenile sound recordings, Television music Juvenile sound recordings, Motion picture music, Television music, Childrens sound recordings","Walt Disney Records,","[2018]"
"Physical","Horizon","BOOK","2018","12","3","Harley Quinn's hat trick / by Michael Dahl ; illustrated by Luciano Vecchio.","Dahl, Michael","Batman Fictitious character Juvenile fiction, Robin the Boy Wonder Fictitious character Juvenile fiction, Harley Quinn Fictitious character Juvenile fiction, Superheroes Juvenile fiction, Supervillains Juvenile fiction, Hats Juvenile fiction, Superheroes Fiction, Supervillains Fiction, Hats Fiction, Action and adventure fiction","Stone Arch Books, a Capstone imprint,","2018."
"Physical","Horizon","SOUNDDISC","2018","12","2","Everybody else is doing it so why can't we? : the complete sessions 1991-1993 / the Cranberries.","Cranberries (Musical group)","Rock music 1991 2000","Island,","[2002]"
"Digital","OverDrive","EBOOK","2018","12","1","Dead Man's Ransom: The Chronicles of Brother Cadfael Series, Book 9","Ellis Peters","Fiction, Historical Fiction, Mystery","Open Road Integrated Media","2015"
"Physical","Horizon","VIDEODISC","2018","12","1","Fiddle for the absolute beginner : get started the right way / produced by Happy Traum ; taught by Jim Wood.","Wood, Jim, fiddler.","Fiddling Instruction and study, Fiddling Methods Self instruction, Violin Methods Fiddling, Instructional films, Nonfiction films","Homespun Video,","2009."
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Elizabeth the Queen: The Life of a Modern Monarch (unabridged) (Unabridged)","Sally Bedell Smith","Biography & Autobiography, History, Nonfiction","Books on Tape","2012"
"Physical","Horizon","BOOK","2018","12","2","Out of the blues / Trudy Nan Boyce.","Boyce, Trudy Nan","Police Georgia Atlanta Fiction, Homicide investigation Fiction, Cold cases Criminal investigation Fiction, Atlanta Ga Fiction, Suspense fiction, Mystery fiction","G.P. Putnam's Sons,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","1","A Bed by the Window: A Novel Of Mystery And Redemption","M. Scott Peck","Fiction, Literature, Suspense, Thriller","Random House, Inc.","2014"
"Physical","Horizon","BOOK","2018","12","1","My mother, your mother : embracing ""slow medicine""-- the compassionate approach to caring for your aging loved ones / Dennis McCullough.","McCullough, Dennis M.","Aging parents Care, Aging parents Health and hygiene, Aging parents Medical care, Adult children of aging parents","Harper,","[2008]"
"Physical","Horizon","BOOK","2018","12","2","Batman's missions / written by Beth Davies.","Davies, Beth","Batman Fictitious character Juvenile fiction, Superheroes Juvenile fiction, Adventure and adventurers Fiction","DK Publishing,","2015."
"Physical","Horizon","BOOK","2018","12","2","Eat what you watch : a cookbook for movie lovers / Andrew Rea ; photography by Scott Gordon Bleicher.","Rea, Andrew,","Cooking, Food in motion pictures, Motion pictures Plots themes etc, Cookbooks","Dovetail,","[2017]"
"Physical","Horizon","BOOK","2018","12","1","This morning Sam went to Mars : a book about paying attention / Nancy Carlson.","Carlson, Nancy L.","Attention Juvenile fiction, Imagination Fiction","Free Spirit Publishing Inc.,","[2013]"
"Digital","OverDrive","EBOOK","2018","12","1","Ghost of a Chance: 100 Dresses Series, Book 2","Susan Maupin Schmid","Juvenile Fiction, Juvenile Literature","Random House, Inc.","2018"
"Physical","Horizon","BOOK","2018","12","3","Horrible Harry and the birthday girl / by Suzy Kline ; pictures by Amy Wummer.","Kline, Suzy","Birthdays Juvenile fiction, Parties Juvenile fiction, Schools Juvenile fiction, Behavior Fiction","Viking, published by Penguin Group,","2016."
"Physical","Horizon","BOOK","2018","12","1","Astrid Lindgren : the woman behind Pippi Longstocking / Jens Andersen ; translated by Caroline Waight.","Andersen, Jens, 1955-","Lindgren Astrid 1907 2002, Authors Swedish 20th century Biography","Yale University Press,","[2018]"
"Digital","OverDrive","EBOOK","2018","12","10","A Kind of Freedom: A Novel","Margaret Wilkerson Sexton","African American Fiction, Fiction, Historical Fiction, Literature","Lightning Source Inc","2017"
"Physical","Horizon","BOOK","2018","12","23","Brave Batgirl! / by Christy Webster ; illustrated by Erik Doescher.","Webster, Christy","Batgirl Fictitious character Juvenile fiction, Superheroes Juvenile fiction, JUVENILE FICTION Media Tie In","Random House,","[2017]"
"Physical","Horizon","BOOK","2018","12","3","Northern delights : Scandaniavian homes, interiors and design / [edited by Emma Fexeus, Sven Ehmann, and Robert Klanten ; preface and chapter introductions by Emma Fexeus].",,"Design Scandinavia 21st century, Architecture Domestic Scandinavia 21st century, Interior decoration Scandinavia 21st century","Gestalten,","2013."
"Physical","Horizon","VIDEODISC","2018","12","1","Yoga for kids : mind & body : fun poses and yoga basics!.",,"Hatha yoga for children Juvenile films, Hatha yoga Juvenile films, Physical fitness Juvenile films, Exercise Juvenile films, Childrens films, Instructional films","Wonderscape Entertainment,","2013."
"Physical","Horizon","BOOK","2018","12","1","Design for information : an introduction to the histories, theories, and best practices behind effective information visualizations / Isabel Meirelles.","Meirelles, Isabel","Information visualization, Graphic arts, Communication Graphic methods, Visual communication","Rockport Publishers,","c2013."
"Physical","Horizon","BOOK","2018","12","3","Accelerate : the science behind DevOps : building and scaling high performing technology organizations / Nicole Forsgren, Jez Humble and Gene Kim.","Forsgren, Nicole,","Agile software development, Computer software industry Management, Information technology Management, Operations research","IT Revolution,","[2018]"
"Digital","OverDrive","EBOOK","2018","12","1","A Deal to Die For","Josie Belle","Fiction, Mystery","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2018","12","6","The Peripheral","William Gibson","Fiction, Science Fiction","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","EBOOK","2018","12","3","Midnight Sons Volume 1","Debbie Macomber","Fiction, Romance","Harlequin Enterprises, Ltd.","2011"
"Digital","OverDrive","EBOOK","2018","12","2","Cured: The Tale of Two Imaginary Boys","Lol Tolhurst","Biography & Autobiography, Music, Nonfiction, Performing Arts","Hachette Digital, Inc.","2016"
"Physical","Horizon","BOOK","2018","12","8","Because Amelia smiled / David Ezra Stein.","Stein, David Ezra","Caring Juvenile fiction, Thoughtfulness Juvenile fiction","Candlewick Press,","2012."
"Physical","Horizon","VIDEODISC","2018","12","1","Hyŏl ŭi nu = Blood rain = Xue lei / Cinema Service ; Fun & Happiness ; CJ Entertainment in association with ChoongMuRo Fund ; producer, Kim Mi-hee ; screenplay, Lee Won-jae ; directed by Kim Dae-seung.",,"Serial murders Drama, Feature films, Thrillers Motion pictures, Historical films, Fiction films, Motion pictures Korean","Pathfinder Pictures,","©2009, ©2006."
"Digital","OverDrive","EBOOK","2018","12","5","Lords of the North: The Warrior Chronicles, Book 3","Bernard Cornwell","Fiction, Historical Fiction","HarperCollins Publishers Inc.","2007"
"Physical","Horizon","BOOK","2018","12","35","Just mercy : a story of justice and redemption / Bryan Stevenson.","Stevenson, Bryan","Stevenson Bryan, Equal Justice Initiative, Social reformers Biography, Lawyers Biography, Criminal justice Administration of United States","Spiegel & Grau,","[2014]"
"Digital","OverDrive","EBOOK","2018","12","7","Something New: Tales from a Makeshift Bride","Lucy Knisley","Comic and Graphic Books, Fiction, Literature","Macmillan Publishers","2016"
"Physical","Horizon","VIDEODISC","2018","12","2","Mischief / Twentieth Century Fox ; a Jere Henshaw-Michael Nolin production ; produced by Sam Manners and Michael Nolin ; written by Noel Black ; directed by Mel Damski.",,"Teenagers Drama, Man woman relationships Drama, Comedy films, Feature films, Fiction films, Coming of age films, Video recordings for the hearing impaired","Anchor Bay Entertainment,","2005."
"Physical","Horizon","SOUNDDISC","2018","12","7","Superfuzz bigmuff / Mudhoney.","Mudhoney (Musical group)","Grunge music, Rock music 1981 1990","Sub Pop,","[2008]"
"Physical","Horizon","BOOK","2018","12","1","To the moon and back / Karen Kingsbury.","Kingsbury, Karen","Oklahoma City Federal Building Bombing Oklahoma City Okla 1995 Fiction, Man woman relationships Fiction, Triangles Interpersonal relations Fiction, Oklahoma City Okla Fiction, Large type books, Life change events Fiction, Mothers Death Fiction, Christian fiction, Romance fiction","Wheeler Publishing, a part of Gale, a Cengage Company,","2018."
"Physical","Horizon","BOOK","2018","12","1","Beautiful teams / edited by Andrew Stellman and Jennifer Greene.",,"Computer software Development, Teams in the workplace","O'Reilly,","2009."
"Physical","Horizon","BOOK","2018","12","1","Frederick Law Olmsted : designing the American landscape / Charles Beveridge and Paul Rocheleau ; edited and designed by David Larkin.","Beveridge, Charles E.","Olmsted Frederick Law 1822 1903, Landscape architects United States Biography, Landscape architecture United States","Rizzoli,","1995."
"Digital","OverDrive","EBOOK","2018","12","3","My Life with Charlie Brown","Charles M. Schulz","Art, Biography & Autobiography, Nonfiction","University Press of Mississippi","2011"
"Physical","Horizon","BOOK","2018","12","1","111 places in York that you shouldn't miss / Chris Titley ; photographs by Richard McDougall.","Titley, Chris","York England Guidebooks, York England Description and travel","Emons Verlag GmbH,","2016."
"Physical","Horizon","BOOK","2018","12","4","The amazing world of Gumball. Recipe for disaster / script by Megan Brennan ; art by Katy Farina ; colors by Whitney Cogar ; letters by Warren Montgomery.","Brennan, Megan","Cats Comic books strips etc, Rabbits Comic books strips etc, Families Comic books strips etc, Comic books strips etc United States, Cartoons and comics, Graphic novels, Comics Graphic works","KaBOOM!, a division of Boom Entertainment, Inc.,","[2017]"
"Physical","Horizon","SOUNDDISC","2018","12","7","Yardbirds.","Yardbirds (Musical group)","Rock music 2001 2010, Rock music 2011 2020","Sony Music Entertainment,","[2012]"
"Physical","Horizon","BOOK","2018","12","1","Finding Felicity / Stacey Kade.","Kade, Stacey","Interpersonal relations Juvenile fiction, Honesty Juvenile fiction, Self esteem Juvenile fiction, Mothers and daughters Juvenile fiction, Interpersonal relations Fiction, Honesty Fiction, Self esteem Fiction, Universities and colleges Fiction, Mothers and daughters Fiction, Felicity Television program Fiction, College students Fiction, Children of divorced parents Fiction, Arizona Fiction, Young adult fiction","Simon & Schuster Books for Young Readers,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2018","12","4","About My Mother: True Stories of a Horse-Crazy Daughter and Her Baseball-Obsessed Mother: A Memoir (unabridged) (Unabridged)","Peggy Rowe","Biography & Autobiography, Nonfiction","Christian Audio, LLC","2018"
"Physical","Horizon","BOOK","2018","12","3","Seattle illuminated / by David Barnes.","Barnes, David, 1942-","Seattle Wash Pictorial works","David A Barnes,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","2","Darkness: Common Law Series, Book 3","Kate Sherwood","Fiction, Romance, Suspense","Riptide Publishing","2018"
"Digital","OverDrive","EBOOK","2018","12","1","Cured: Stung Series, Book 2","Bethany Wiggins","Fantasy, Science Fiction, Young Adult Fiction","Bloomsbury USA","2016"
"Physical","Horizon","BOOK","2018","12","1","The saga of Themistocles / Robert J. Lenardon.","Lenardon, Robert J., 1928-","Themistocles approximately 524 B C approximately 459 B C, Statesmen Greece Biography, Generals Greece Biography","Thames & Hudson,","[1978]"
